Term,txt5.txt,file5.txt,file3.txt,file2.txt,f2.txt,txt1.txt,txt3.txt,f6.txt,f4.txt,file1.txt,file4.txt,txt2.txt,f1.txt,f3.txt,txt6.txt,f5.txt,txt4.txt
مدين,0.0,0.01067836887775886,0.0,0.013274486081984636,0.03572639464040309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بيضا,0.0,0.00640074190180113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026281834172547067,0.0,0.0,0.0
هاجر,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مشيرت,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
سليط,0.0,0.00640074190180113,0.0,0.0,0.0,0.0,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
انسان,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يدلت,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اطلس,0.0,0.01280148380360226,0.0,0.005304590383449867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
جانب,0.0,0.0038430032281481963,0.0032044734610097267,0.0,0.0,0.0,0.0,0.0,0.0,0.005569272057904605,0.0030099822971912174,0.0031848742349485054,0.0,0.0,0.0,0.0,0.0
تسجيل,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
لكشف,0.0,0.015793846225064728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
فعيل,0.0,0.00533918443887943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00418184677149227,0.0044248286939948785,0.0,0.0,0.0,0.0,0.0
مطالب,0.0,0.00533918443887943,0.0,0.0,0.0,0.0,0.005893763677948372,0.0,0.0,0.0,0.020909233857461348,0.0,0.0,0.0,0.0,0.0,0.0
طرف,0.0,0.00640074190180113,0.0,0.0,0.0,0.0,0.007065584746998396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ابحار,0.0,0.023690769337597093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
نفس,0.0,0.00640074190180113,0.0,0.0,0.0,0.0299069147480708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
نظام,0.0,0.0045157765004506115,0.0037654628665295866,0.0,0.0,0.0,0.0024924143210226387,0.0,0.0,0.0065442536450380515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
هراس,0.0,0.01280148380360226,0.0,0.010609180766899734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مفقود,0.0,0.019202225705403392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025066489239712517,0.0,0.0,0.0,0.0,0.0,0.0
اتجار,0.0,0.015793846225064728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
حاج,0.0,0.00640074190180113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005013297847942503,0.0,0.0,0.0,0.0,0.0,0.0
سواحل,0.0,0.03948461556266182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مساولي,0.0,0.00640074190180113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025066489239712517,0.0,0.0,0.0,0.0,0.0,0.0
تحمل,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عاجل,0.0,0.015793846225064728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ودعت,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
شتنبر,0.0,0.00640074190180113,0.0,0.0,0.0,0.0,0.0,0.013658276026678002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
جمع,0.0,0.0038430032281481963,0.0,0.0,0.0,0.0,0.002121087321442283,0.008200424211245365,0.020420664212316888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01487791249754516
دولي,0.0,0.00640074190180113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
نواح,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
محنت,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يوم,0.0,0.0038430032281481963,0.0,0.0,0.012857455244792112,0.0,0.0,0.0,0.0,0.008353908086856909,0.0,0.0,0.0,0.0,0.01144454807503474,0.0,0.00743895624877258
محاول,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وخ,0.0,0.00640074190180113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005304590383449867,0.0,0.0,0.0,0.0,0.0
صليب,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
انقاذ,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ممثل,0.0,0.00640074190180113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026281834172547067,0.0,0.0,0.0
مناشد,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تابع,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اختفا,0.0,0.023690769337597093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
فور,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
كادير,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اثن,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ولفت,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
متورط,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
فوض,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بفتح,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
انهم,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اازر,0.0,0.007896923112532364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
رتبط,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اقليم,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
كشف,0.0,0.0,0.004452058409034848,0.0,0.0,0.0,0.0,0.0,0.0,0.0038687673340543458,0.002090923385746135,0.0,0.0,0.0,0.0,0.0,0.0
وركز,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
سمن,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ولاي,0.0,0.0,0.01316963792920782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ضرور,0.0,0.0,0.002319297853465785,0.0,0.0,0.001856580794030493,0.0030703535738345424,0.0,0.0,0.0,0.0010892656103704916,0.004610225090987035,0.0,0.0,0.0027610688731735536,0.008664043705475634,0.0
عناصر,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
متحد,0.0,0.0,0.01316963792920782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
قليص,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
رد,0.0,0.0,0.004452058409034848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002090923385746135,0.0,0.0,0.0,0.005300069534565294,0.0,0.0
تخطيط,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
خصوصي,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
شاو,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ح,0.0,0.0,0.0037654628665295866,0.007484865025211717,0.0,0.0,0.0,0.0,0.0,0.0,0.0017684616063903405,0.0037424325126058583,0.0,0.0,0.0,0.0,0.0
سراير,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ترسيخ,0.0,0.0,0.005337234016578789,0.0,0.02141482784429761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
استهلاك,0.0,0.0,0.010674468033157579,0.0,0.0,0.0,0.0,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مواد,0.0,0.0,0.005337234016578789,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ميا,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اساس,0.0,0.0,0.006408946922019453,0.0,0.0,0.005130314654325918,0.002121087321442283,0.0,0.0,0.0,0.0030099822971912174,0.0031848742349485054,0.0,0.0,0.0,0.0,0.0
حيو,0.0,0.0,0.010674468033157579,0.0,0.0,0.0,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
قو,0.0,0.0,0.004452058409034848,0.0,0.0,0.0035638398594490775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010335135592402324
موارد,0.0,0.0,0.010674468033157579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318275423006992,0.0,0.0,0.0,0.0,0.0
لدول,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عديد,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مناطق,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مباد,0.0,0.0,0.01316963792920782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
برز,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بسياس,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
علم,0.0,0.0,0.0037654628665295866,0.0,0.015108338662001427,0.0,0.0,0.05781616212387948,0.0,0.0065442536450380515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وبرامج,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مكثف,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
لس,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
سك,0.0,0.0,0.005337234016578789,0.0,0.0,0.0,0.0,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
توصي,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مزروع,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
نتاج,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
غذاا,0.0,0.0,0.07901782757524693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وزن,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تراجع,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
امكانيا,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تراب,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مقابل,0.0,0.0,0.0037654628665295866,0.0,0.0,0.0030142252010396937,0.0,0.0,0.0,0.0065442536450380515,0.0017684616063903405,0.0,0.0,0.0,0.0,0.0,0.0
دفع,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اسمد,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
انتاج,0.0,0.0,0.03292409482301955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ضخم,0.0,0.0,0.005337234016578789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026281834172547067,0.0,0.0,0.0
برازيل,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اكتفا,0.0,0.0,0.005337234016578789,0.0,0.0,0.004272416392581543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مستورد,0.0,0.0,0.01316963792920782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
توج,0.0,0.0,0.004452058409034848,0.0044248286939948785,0.0,0.0,0.0,0.022786125715532683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يعان,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
محل,0.0,0.0,0.010674468033157579,0.0,0.0,0.0,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
حديث,0.0,0.0,0.004452058409034848,0.0,0.0,0.0,0.0,0.0,0.0,0.0038687673340543458,0.00836369354298454,0.0,0.0,0.0,0.0,0.0,0.0
صغار,0.0,0.0,0.01316963792920782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
انظم,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يود,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
معهد,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مواام,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ياب,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
فلاح,0.0,0.0,0.019754456893811733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مباشر,0.0,0.0,0.0032044734610097267,0.0031848742349485054,0.0,0.002565157327162959,0.002121087321442283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038148493583449127,0.0,0.0
يزيد,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بقولي,0.0,0.0,0.019754456893811733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
صدد,0.0,0.0,0.004452058409034848,0.0,0.017863197320201547,0.0,0.0,0.0,0.0,0.0,0.002090923385746135,0.0,0.0,0.0,0.0,0.0,0.0
بصم,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
شراك,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وحما,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يزال,0.0,0.0,0.004452058409034848,0.0,0.0,0.0,0.0,0.0,0.0,0.0038687673340543458,0.0,0.0044248286939948785,0.0,0.0,0.0,0.0,0.0
عهد,0.0,0.0,0.005337234016578789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012390007538486474
توفير,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
غياب,0.0,0.0,0.004452058409034848,0.0,0.0,0.0,0.011787527355896743,0.0,0.0,0.0,0.006272770157238404,0.0,0.0,0.0,0.0,0.0,0.0
تبن,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
نقص,0.0,0.0,0.005337234016578789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010609180766899734,0.0,0.0,0.0,0.0,0.0
دمج,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تعزيز,0.0,0.0,0.005460327353851709,0.0,0.01095436043210991,0.002185475849755918,0.0018071348167024493,0.0,0.0,0.0023724684358312907,0.0,0.0,0.0,0.0,0.00325019485348316,0.0,0.0
مزدوج,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مدن,0.0,0.0,0.004452058409034848,0.0044248286939948785,0.0,0.0,0.0,0.0,0.0,0.0038687673340543458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اس,0.0,0.0,0.008904116818069695,0.0,0.0,0.0,0.0,0.0,0.0,0.0038687673340543458,0.014636463700222944,0.0,0.0,0.0,0.0,0.0,0.0
وصف,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تغذ,0.0,0.0,0.01316963792920782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يعمق,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اق,0.0,0.0,0.005337234016578789,0.0,0.0,0.0,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مدارس,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يمثل,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ارتفع,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
نسب,0.0,0.0,0.004452058409034848,0.0,0.0,0.0035638398594490775,0.0,0.0,0.0,0.0077375346681086915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تزامن,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
مساح,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تقرير,0.0,0.0,0.039508913787623466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
عب,0.0,0.0,0.016011702049736367,0.005304590383449867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وضم,0.0,0.0,0.004452058409034848,0.0,0.0,0.0,0.002946881838974186,0.0,0.0,0.0,0.002090923385746135,0.0,0.0,0.0,0.0,0.0,0.0
مدخل,0.0,0.0,0.005337234016578789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005304590383449867,0.0,0.0,0.0,0.0,0.0
كامل,0.0,0.0,0.008904116818069695,0.0044248286939948785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01663125267742903,0.0
عبر,0.0,0.0,0.0027301636769258546,0.0,0.0,0.002185475849755918,0.0018071348167024493,0.0,0.0,0.0023724684358312907,0.006411150252896696,0.0,0.0,0.013443987803043981,0.0,0.0,0.0
امن,0.0,0.0,0.005337234016578789,0.0,0.0,0.0,0.003532792373499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يشير,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ابتكار,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
وخلص,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
طبيع,0.0,0.0,0.004452058409034848,0.0,0.0,0.0,0.002946881838974186,0.0,0.0,0.0038687673340543458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
يعتمد,0.0,0.0,0.010674468033157579,0.0,0.0,0.0,0.0,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ريف,0.0,0.0,0.005337234016578789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025066489239712517,0.0,0.0,0.0,0.0,0.0,0.0
مفرط,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تركز,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
معرف,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ارجنت,0.0,0.0,0.005337234016578789,0.005304590383449867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
كربون,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بيض,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تجار,0.0,0.0,0.005337234016578789,0.0,0.0,0.0,0.0,0.0,0.0,0.004637970736331835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
سياس,0.0,0.0,0.008904116818069695,0.0,0.0,0.0,0.0,0.0,0.0,0.0038687673340543458,0.00836369354298454,0.0,0.0,0.0,0.0,0.0,0.0
يعكس,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اسواق,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تعتمد,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
شجيع,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
حبوب,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
فاعل,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اعد,0.0,0.0,0.00658481896460391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
طاق,0.0,0.0,0.0037654628665295866,0.0037424325126058583,0.0,0.0030142252010396937,0.0,0.0,0.0,0.0032721268225190257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
طاهر,0.0,0.0,0.005337234016578789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026281834172547067,0.0,0.0,0.0
ثمانيني,0.0,0.0,0.01316963792920782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
